#dx dz dt l2 linf min(phi) max(phi)
2000 1000 50  0.328879 0.258199 -0.0615022 0.71395
1000 500 25  0.104619 0.0788433 -0.0440137 0.92814
500 250 12.5  0.0215331 0.0215761 -0.0154295 0.993484
250 125 6.25  0.00513213 0.00655827 -0.00572739 0.998652
200 100 5  0.00330812 0.0045832 -0.00410322 0.999163
125 62.5 3.125  0.00134041 0.00222191 -0.00205649 0.999694
