#dx dz dt l2 linf min(phi) max(phi)
2000 1000 50  0.455241 0.43311 -0.402467 0.62997
1000 500 25  0.196347 0.167534 -0.0573452 0.853683
500 250 12.5  0.0651243 0.0600812 -0.0360176 0.972026
250 125 6.25  0.0142816 0.0166188 -0.013174 0.998304
