#dx     dz      dt     l2     linf   min(phi) max(phi)  defCo(x) defCo(y)
3       3     0.0025  0.36074 0.43323 -0.19930 0.95926  0.00297  0.00799
3       3     0.005   0.32835 0.39619 -0.14925 0.91064  0.00594  0.01599
3       3     0.01    0.30196 0.37163 -0.09022 0.85401  0.01188  0.03198
3       3     0.02    0.29545 0.35795 -0.04719 0.83792  0.00238  0.06397
3       3     0.05    0.33622 0.38762 -0.05475 0.84407  0.00594  0.15992
3       3     0.1     0.44836 0.59476 -0.09975 0.87828  0.11884  0.31985

